"id";"bidding_table_titles_list";"bidding_table_items_list"
4733;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价( 万元)|工期|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200273258.jhtml|0002200000075044|1|2020年广州供电局计量中心电能量数据平台智能运维模块建设|1|2020年广州供电局计量中心电能量数据平台智能运维模块建设|218.65|/|自合同生效之日起至2021年6月30日|/|/"
4734;"网页链接|项目编号|序号|标的|概算金额（万元）|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|投标保证金（元）|招标文件收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200273297.jhtml|0002200000075143|1|2020年广州供电局计量中心南沙5G+高级量测及智慧用电系统建设项目|660.5|1|标包1（计量中心南沙5G+）|660.5|合同签订之日至2021年12月31日|/|否|/|/"
4735;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|概算金额|最高报价费率（%）|计划工期|项目建设单位|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200273304.jhtml|0002200000075846|1|东莞供电局变电站房屋安全鉴定及房产证代办服务项目|1|东莞供电局变电站房屋安全鉴定及房产证代办服务项目|500|100|合同签订之日起至|广东电网有限责任公司东莞供电局|不收取|无需保证金"
4736;"网页链接|项目编号|序号|标的|概算金额（万元）|标包号|标包名称|标包金额（万元）|工期|最高限价(|是否特殊包|招标文件收取费用（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200273305.jhtml|0002200000075155|1|2020电能量数据平台深化应用改造|178.25|1|标包|178.25|合同签订之日至|/|否|/|/"
4737;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价( 万元)|分包序号|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200273316.jhtml|0002200000076261|1|输电线路抢修塔及装配式基础试制|输电线路抢修塔及装配式基础试制|120|1|不收取招标文件费|10000|"
4738;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|最大中标包数|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273347.jhtml|0002200000075924|1|标|包|/|1|1|10000|共计1700平方米。"
4739;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200273349.jhtml|0002200000076367|1|海南数研院可见光数据分析处理项目|1-1|海南数研院可见光数据分析处理项目|407|2020|不收取"
4740;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273350.jhtml|0002200000076389|1|云南电网有限责任公司|1-1|包|420|自合同签订起至|/|40000|/"
4741;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273228.jhtml|0002200000073867|1|配电智能监测装置|配电智能监测装置【|/|1|/|/|0|10000|"
4742;"网页链接|项目编号|标的序号|标的名称|标包序号|标包名称|概算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200273229.jhtml|0002200000075186|1|监理|1|监理|83.1|83.1|自合同签订之日起至|中国南方电网有限责任公司|不收取|不收取"
4743;"网页链接|项目编号|序号|标的|概算金额（万元）|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200273230.jhtml|0002200000075053|1|2020年广州供电局计量中心计量生产调度平台改造|560|1|标包1（计量生产）|240|合同签订之日至2021年12月31日|/|否|/|/"
4744;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|交付日期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273233.jhtml|0002200000072777|2|标|1|储能|115|2021|不收取|10000|具体要求见技术规范书"
4745;"网页链接|项目编号|序号|工程名称|工期";"https://www.bidding.csg.cn//zbgg/1200273239.jhtml|0002200000074090|1|惠州惠东中广核惠州港口--400兆瓦海上风电场项目接入系统工程施工（不含通信部分）|108 日历天，计划开工日期：2020 年8 月30 日，计划竣工日期：2020 年12 月15 日"
4746;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200273240.jhtml|0002200000075246|1|南网数研院数字智慧工程管控建设项目需求分析、系统设计、开发集成等服务|1|数字智慧工程管控建设项目的需求分析，系统设计工作；数字智慧工程管控建设项目的基础功能、平台驾驶舱、进度管控、安全管控、质量管控、移动|644.3|120|不收取"
4747;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200273241.jhtml|0002200000075246|1|南网数研院数字智慧工程管控建设项目需求分析、系统设计、开发集成等服务|1|数字智慧工程管控建设项目的需求分析，系统设计工作；数字智慧工程管控建设项目的基础功能、平台驾驶舱、进度管控、安全管控、质量管控、移动|644.3|120|不收取"
4748;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273244.jhtml|0002200000075125|1|深圳供电局有限公司变电站智能运维管理系统软件加装（新技术）项目|1|深圳供电局有限公司变电站智能运维管理系统软件加装（新技术）项目|929.69|929.69|自合同签订之日起至|深圳供电局有限公司|不收取|不收取|无"
4749;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273264.jhtml|0002200000074394|1|标的|1|昆明供电局|30|0.35|自|不收取|3000|单项报价并报单项报价之和，单项报价不得超单项限价"
4750;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273152.jhtml|0002200000072623|1|网络安全隔离装置（反向型）|1|/|/|1|1|/|/|/|"
4751;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273187.jhtml|0002200000076003|1|深圳供电局有限公司|1|深圳供电局有限公司|81.104|/|服务有效期：自合同签订之日起至|深圳供电局有限公司|||深圳供电局有限公司"
4752;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273188.jhtml|0002200000066323|1|深圳供电局有限公司科技项目《高可靠无防护标准化配电保护关键技术研究》外委单位招标|1|深圳供电局有限公司科技项目《高可靠无防护标准化配电保护关键技术研究》|244.5|244.5|自合同签订日起至|深圳供电局有限公司|不收取|不收取|无"
4753;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273189.jhtml|0002200000075371|1|35kV|35kV|/|/|1|1|/|/|/|"
4754;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273190.jhtml|0002200000075366|1|SF6|SF6|/|/|1|1|/|/|/|"
4755;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273157.jhtml|0002200000075537|1|深圳供电局有限公司|1|深圳供电局有限公司|178.5|/|自合同签订之日起至|深圳供电局有限公司|不收取|不收取|无"
4756;"网页链接|项目编号|序号|品类|标包序号|标包占标的物总额的比例（|标包|预测金额（万元）|最高单价限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200273159.jhtml|0002200000074488|1|2020|1|75%|南网数研院|800（配电智能终端）|0.39（配电智能终端）|1|不收取"
4757;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273161.jhtml|0002200000074274|1|深圳供电局计量管理所|1|深圳供电局有限公司计量管理所|54.6|54.6|合同签订日起至|深圳供电局有限公司|不收取|不收取|无"
4758;"网页链接|项目编号|序号|标的|标包号|标包名称|框架协议有效期|最高限价(万元)|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200273204.jhtml|0002200000075620|标1|车辆管理和车辆调度；交通安全管理；驾驶业务|包1|车辆管理和车辆调度；交通安全管理；驾驶业务|招标结果有效期：自合同签订之日起叁年|详见报价明细表|不收取|30000|否"
4759;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|保证金";"https://www.bidding.csg.cn//zbgg/1200273126.jhtml|0002200000073975|1|资产卡片拆分合并鉴证|1-1|集团本部及能建分部、南宁片区、防城港片区、来宾片区、柳州片区、桂林片区|85.008|85|10000"
4760;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273116.jhtml|0002200000069969|1|迪庆供电局第二批服务类公开招标采购项目（二次招标）|标包|云南电网有限责任公司迪庆供电局职工食堂餐委托服务项目|/|不收取|100000|无"
4761;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200273117.jhtml|0002200000074143|1|南网科研院智慧电力柔性互联项目实时仿真机系统开发|1|南网科研院智慧电力柔性互联项目实时仿真机系统开发|380）|2021|不收取|40000"
4762;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273118.jhtml|0002200000075706|1|资产损失鉴证|1-1|桂林片区、河池片区往来款核销鉴证服务标包|137.1555|/|10000|"
4763;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200273169.jhtml|0002200000073856|1|配网终端安全模块|1|配网安全终端模块|395|一年|不收取|不收取"
4764;"网页链接|项目编号|序号|建设单位|标段号|标段名称|发包预算价(万元)|最高限价(万元)";"https://www.bidding.csg.cn//zbgg/1200273180.jhtml|0002200000074629|1|深圳市宝安区建筑工务署|1|通成路(铁仔山北麓一共和工业路)新建工程电力迁改施工招标项目|265.379341|265.379341"
4765;"网页链接|项目编号|序号|建设单位|标段号|标段名称|发包预算价|最高限价|备注";"https://www.bidding.csg.cn//zbgg/1200273148.jhtml|0002200000075342|1|深圳市宝安区新桥街道办事处|1|新桥街道新玉路人行天桥新建工程|266.663771|266.663771|"
4766;"网页链接|项目编号|序号|建设单位|标段号|标段名称|发包预算价|最高限价";"https://www.bidding.csg.cn//zbgg/1200273181.jhtml|0002200000075322|1|深圳市宝安区燕罗街道办事处|1|燕罗街道茅洲河周边道路品质提升项目|193.993889|193.993889"
4767;"网页链接|项目编号|序号|标的|资格审查方式";"https://www.bidding.csg.cn//zbgg/1200273069.jhtml|0002200000075719|1|500kV 220kV 110kV 500kV 220kV 110kV 220kV500kV 220kV|资格预审"
4768;"网页链接|项目编号|序号|物资品类|资格审查方式";"https://www.bidding.csg.cn//zbgg/1200273068.jhtml|0002200000075618|1|500kV电缆跳闸线路保护屏（含短引线保护、T区保护、高抗保护、非变压器支路断路器保护）|资格预审"
4769;"网页链接|项目编号|标段编号|标段名称|最高限价|工期|招标文件工本费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200273047.jhtml|0002200000076150|01|广东梅州、阳江抽水蓄能电站|有，梅州部分最高限价为|自合同签订之日起至|不收取|20"
4770;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价( 万元)|最大中标包数|保证金(万元)";"https://www.bidding.csg.cn//zbgg/1200273072.jhtml|0002200000075399|1|柔性直流换流阀及其附属设备|包1|/|1|80"
4771;"网页链接|项目编号|序号|标的名称|最大中标数量|标段编号|标段名称|备注";"https://www.bidding.csg.cn//zbgg/1200273074.jhtml|0002200000075470|1|非生产场所修理、装修及附属设备设施工|1|1-1|广西电网公司本部|"
4772;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200273080.jhtml|0002200000074604|1|广东电网有限责任公司广东电网有限责任公司|1|广东电网有限责任公司广东电网有限责任公司 |85|85|2021年3月前|不收取|不收取"
4773;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200273082.jhtml|0002200000073953|1|蒙西电源出力特性及外送方案研究|1|蒙西电源出力特性及外送方案研究|130|130|1|不收取|不收取"
4774;"网页链接|项目编号|序号|标的名称|标段编号|标段名称|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273123.jhtml|0002200000076457|1|110kV|1|110kV|详见技术规范书|云南文山电力股份有限公司|不收取|100000|"
4775;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273024.jhtml|0002200000073393|1|国产化咨询服务采购|1|国产化咨询服务|106|自合同签订之日起一年|南方电网数字电网研究院有限公司|不收取|/|国产化咨询服务采购"
4776;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200273026.jhtml|0002200000075148|1|无线通信资源管理系统研发与部署项目|1|无线通信资源管理系统研发与部署项目|237|自合同生效之日起至|不收取|不收取"
4777;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|服务期|招标文件收取费用（元）|投标保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200273028.jhtml|0002200000075826|1|清远供电局2021年主网、配网、小型基建和迁改工程竣工决算编制项目|1|清远供电局2021年主网、配网、小型基建和迁改工程竣工决算编制项目|80|项目服务期为合同签订日至2021年12月31日|不收取|不收取|"
4778;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200273030.jhtml|0002200000076047|1|计算机硬件|硬件|529.9|529.9|1|/|/|/|50000|"
4779;"网页链接|项目编号|序号|标段名称|建设单位|发包预算价(万元)|最高限价(万元)|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200273031.jhtml|0002200000076146|1|肇庆供电局会议系统安装工程|广东电网有限责任公司肇庆供电局|120|117.789807|不收取|1"
4780;"网页链接|项目编号|序号|标段名称|建设单位|发包预算价(万元)|最高限价(万元)|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200273043.jhtml|0002200000076146|1|肇庆供电局会议系统安装工程|广东电网有限责任公司肇庆供电局|120|117.789807|不收取|1"
4781;"网页链接|项目编号|编号标的|标的名称|标包编号|标包名称|估算金额(万元)|最高限价( 万元)|服务期|报价方式|报价要求";"https://www.bidding.csg.cn//zbgg/1200273036.jhtml|0002200000072386|1|第一标的：贵州电力建设监理咨询有限责任公司数字监理信息系统（研究开发、实施服务与设备采购）|1|贵州电力建设监理咨询有限责任公司数字监理信息系统（研究开发、实施服务与设备采购）|983|983|1年|总价|投标报价大于或等于最高限价的100%，作否决投标处理。投标报价低于最高限价的85%，必须附成本分析报告，否则作否决投标处理。"
4782;"网页链接|项目编号|序号|标段名称|建设单位|发包预算价(万元)|最高限价(万元)|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200273044.jhtml|0002200000076146|1|肇庆供电局会议系统安装工程|广东电网有限责任公司肇庆供电局|120|117.789807|不收取|1"
4783;"网页链接|项目编号|序号|标段名称|建设单位|发包预算价(万元)|最高限价(万元)|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200273066.jhtml|0002200000076146|1|肇庆供电局会议系统安装工程|广东电网有限责任公司肇庆供电局|120|117.789807|不收取|1"
4784;"网页链接|项目编号|标的名称|标段号|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200274133.jhtml|0002200000076309|阳江500千伏阳江抽水蓄能电厂接入系统工程(不含通信部分)施工|1|阳江500千伏阳江抽水蓄能电厂接入系统工程（不含通信部分）施工|本次招标分为4个标的，合计4个标段；标的之间投标单位可兼中|详见《项目立项批复情况表》|7646.40|/|10"
4785;"网页链接|项目编号|序号|标的|概算金额（万元）|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|招标文件收取费用（元）|投标保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200274185.jhtml|0002200000074938|1|珠海供电局2021~2022年修理技改（B2类）、资金补偿类迁改及科技项目可研编制、勘察设计（含应急）|2500|标的1-标包1|珠海供电局2021~2022年修理技改（B2类）、资金补偿类迁改及科技项目可研编制、勘察设计（含应急）|2500|自2021年1月1日起截止至2022年12月31日。如本次框架结果有效期到期前未有新的招标结果，经合同双方商议后，服务期限延长至新的招标结果签订合同前，但最长不得超过6个月。|/|本项目不收取|5|/"
4786;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274231.jhtml|0002200000065611|1|标的三：云南电网有限责任公司昆明供电局|1|昆明供电局|15|7.2033|合同签订日至|||1500|无"
4787;"网页链接|项目编号|通用资格：";"https://www.bidding.csg.cn//zbgg/1200274247.jhtml|没有项目编号|通用资格要求"
4788;"网页链接|项目编号|序号|标的|最大中标数量|标包号|标包名称|工期|最高限价(万元)|投标保证金（万元）|是否特殊包";"https://www.bidding.csg.cn//zbgg/1200274301.jhtml|0002200000076650|1|南方电网调峰调频发电有限公司工具类应用软件建设（设备资产核查工具功能改进）|/|1|南方电网调峰调频发电有限公司工具类应用软件建设（设备资产核查工具功能改进）|自合同签订之日起一年|150|0.5|否"
4789;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274321.jhtml|0002200000075160|1|大屏幕及可视化系统购置|大屏幕及可视化系统购置|372.58|372.58|1|/|/|不收取|10000|"
4790;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价( 万元)|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200274365.jhtml|0002200000076190|1|标1：德宏供电局主网变电一、 二次材料框招|包1：德宏供电局主网变电一、 二次材料框招|/|1|/|合同签订之日起至2022年12月31日|不收取|8000|/"
4791;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|框架招标结果有效期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274462.jhtml|0002200000076693|1|云南电网物资有限公司零租与驾驶业务外委|1|车辆零租|该标包设有单价最高限价，详见报价明细限价表|合同签订后，|不收取|10000| "
4792;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|招标文件费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200274478.jhtml|0002200000075223|1|2020年广东电网有限责任公司计量急救包智能仓储控制系统建设|679.87|1|1|2020年广东电网有限责任公司计量急救包智能仓储控制系统建设|679.87|合同生效之日起至2021年12月30日|679.87|不收取|不收取"
4793;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价( 万元)|项目建设单位|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200274587.jhtml|0002200000075214|1|车辆驾驶业务外委服务|1-1|南宁供电局2021年车辆代驾服务项目|584|/|南宁供电局|5000|无"
4794;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274667.jhtml|0002200000073841|1|南网数研院智慧企业多场景数据应用的分析产品研发项目|2|主题场景开发集成|671.83|2020|南方电网数字电网研究院有限公司|不收取|/|/"
4795;"网页链接|项目编号|序号|标的名称|概算金额|最大中标数量|标包序号|标包名称|标包金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200274739.jhtml|0002200000075370|1|变电站变一辖区驻站保安服务项目|5448.96|1|1|变一辖区巡维站|1496.4|详见报价表|暂定期限从|广东电网有限责任公司广州供电局 |不收取|不收取"
4796;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274828.jhtml|0002200000076757|1|党建宣传电力形象展示设计及制作|1|党建宣传电力形象展示设计及制作|900|100|/|惠州供电局|不收取|50000"
4797;"网页链接|项目编号|序号|标的名称|物资名称|标包数量|预计采购金额（万元）";"https://www.bidding.csg.cn//zbgg/1200274867.jhtml|没有项目编号|1|2021年度食堂食材配送服务框架采购项目|肉类、蔬菜类、米面油及副食品、水果、牛奶等|1| 170 "
4798;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|最大中标包数|交货期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274939.jhtml|0002200000074589|1|电容隔直装置|电容隔直装置【|/|1|/|2020|不收取|不收取|/"
4799;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274954.jhtml|0002200000076057|1|1.|1|200|200|1|1|/|无|10000|"
4800;"网页链接|项目编号|序号|标段名称|标段预算价(万元)|最高限价(万元)|标书费（元）|工期|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200274955.jhtml|0002200000074578|1|广东电网直流背靠背东莞工程（大湾区南粤直流背靠背工程）系统研究、成套工作及直流主设备集成供货服务项目|10419.3|10419.3|/|合同签订日期起至|15"
4801;"网页链接|项目编号|序号|建设单位|标段名称|发包预算价(万元)|最高投标费率|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200274976.jhtml|0002200000076806|1|广东电网有限责任公司潮州供电局|潮州潮安供电局2020年庵埠供电所安南办公楼改造|54.263498|100%|/|本项目不收取投标保证金"
4802;"网页链接|项目编号|序号|标段名称|标段预算价(万元)|最高限价(万元)|标书费（元）|工期|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200275010.jhtml|0002200000074578|1|广东电网直流背靠背东莞工程（大湾区南粤直流背靠背工程）系统研究、成套工作及直流主设备集成供货服务项目|10419.3|10419.3|/|合同签订日期起至|15"
4803;"网页链接|项目编号|序号|标段名称|标段预算价(万元)|最高限价(万元)|标书费（元）|工期|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200274991.jhtml|0002200000074578|1|广东电网直流背靠背东莞工程（大湾区南粤直流背靠背工程）系统研究、成套工作及直流主设备集成供货服务项目|10419.3|10419.3|/|合同签订日期起至|15"
4804;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|标包金额( 万元)|工期|项目建设单位|招标文件收取费用（元）|投标保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200275016.jhtml|0002200000074471|1|2020至2021年度科技项目需求智库技术支持|1|2020至2021年度科技项目需求智库技术支持|250|250|合同签订之日起至2021年12月31日。|广东电网有限责任公司电力科学研究院|本项目不收取|10000|无"
4805;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高投标费率( %)|项目建设单位|招标文件收取费用（元）|投标保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200275019.jhtml|0002200000076694|1|阳江供电局|1|阳江供电局|860|100|广东电网有限责任公司阳江供电局|本项目不收取|本项目不收取|/"
4806;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高投标费率( %)|项目建设单位|招标文件收取费用（元）|投标保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200274994.jhtml|0002200000076694|1|阳江供电局|1|阳江供电局|860|100|广东电网有限责任公司阳江供电局|本项目不收取|本项目不收取|/"
4807;"网页链接|项目编号|项目名称|标段号|标段名称|预计采购金额（万元）|中标比例|最高限价(万元)";"https://www.bidding.csg.cn//zbgg/1200275020.jhtml|没有项目编号|智慧工地产品第一批研发项目（第二批次）|1|人员智慧管控系统Web应用研发|119.52(含税）|100%|/"
4808;"网页链接|项目编号|项目名称|标段号|标段名称|预计采购金额（万元）|中标比例|最高限价(万元)";"https://www.bidding.csg.cn//zbgg/1200274995.jhtml|没有项目编号|智慧工地产品第一批研发项目（第二批次）|1|人员智慧管控系统Web应用研发|119.52(含税）|100%|/"
4809;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274921.jhtml|0002200000076746|1|厨工劳务服务|标包1|惠州供电局调度综合楼、变电管理一所、试验研究所、博罗供电局、仲恺供电局等职工食堂厨工劳务服务|857.42|100|/|惠州供电局|不收取|50000.00"
4810;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274943.jhtml|0002200000076743|1|车辆租赁|标包1|惠州供电局本部、惠城供电局、仲恺供电局车辆租赁|52.3|100|/|惠州供电局|不收取|不收取"
4811;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274942.jhtml|0002200000076746|1|厨工劳务服务|标包1|惠州供电局调度综合楼、变电管理一所、试验研究所、博罗供电局、仲恺供电局等职工食堂厨工劳务服务|857.42|100|/|惠州供电局|不收取|50000.00"
4812;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274945.jhtml|0002200000076763|1|办公场所物业管理服务|1|惠州供电局本部、惠城供电局、博罗供电局、惠阳供电局、龙门供电局等办公场所物业管理服务|3062.88|100|/|惠州供电局|不收取|50000.00"
4813;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274963.jhtml|0002200000076743|1|车辆租赁|标包1|惠州供电局本部、惠城供电局、仲恺供电局车辆租赁|52.3|100|/|惠州供电局|不收取|不收取"
4814;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274965.jhtml|0002200000076763|1|办公场所物业管理服务|1|惠州供电局本部、惠城供电局、博罗供电局、惠阳供电局、龙门供电局等办公场所物业管理服务|3062.88|100|/|惠州供电局|不收取|50000.00"
